time,Voltage (V),Current (A)
1574292386.3943684,3.0865969,0.151
1574292387.796856,3.0865565,0.151
1574292389.1853855,3.0865401,0.15
1574292390.5876887,3.0865337,0.15
1574292391.9767663,3.0865476,0.15
1574292393.3804567,3.0865312,0.151
1574292394.7671056,3.0865388,0.151
1574292396.1552086,3.0865464,0.151
1574292397.541043,3.0865451,0.15
1574292398.9591534,3.0865577,0.151
1574292400.3462486,3.0865489,0.151
1574292401.747061,3.0865577,0.15
1574292403.1349673,3.0865552,0.15
1574292404.5388823,3.0865325,0.15
1574292405.9283748,3.0865236,0.151
1574292407.3214424,3.0865123,0.15
1574292408.7107787,3.0865337,0.151
1574292410.1101737,3.0865173,0.151
1574292411.4959407,3.0865123,0.151
1574292412.9146054,3.0865173,0.15
1574292414.3029604,3.0865072,0.15
1574292415.6996927,3.086482,0.151
1574292417.0904524,3.0864997,0.151
1574292418.4890656,3.0864959,0.151
1574292419.8688402,3.0864845,0.15
1574292421.2802882,3.086506,0.151
1574292422.6681666,3.0864997,0.15
1574292424.07205,3.0864946,0.151
1574292425.4515092,3.0864997,0.151
1574292426.8515458,3.0864757,0.151
1574292428.2387056,3.0864769,0.151
1574292429.6498842,3.0864719,0.151
1574292431.0407395,3.0864744,0.15
1574292432.439984,3.0864732,0.151
1574292433.8262303,3.0864833,0.151
1574292435.231595,3.0864971,0.151
1574292436.6189144,3.0864504,0.151
1574292438.0228179,3.0864504,0.151
1574292439.4092247,3.086487,0.151
1574292440.812769,3.0864732,0.151
1574292442.20133,3.086453,0.151
1574292443.605253,3.0864605,0.15
1574292444.992343,3.0864643,0.151
1574292446.391238,3.086458,0.15
1574292447.7814968,3.0864858,0.15
1574292449.1843865,3.0864732,0.151
1574292450.570259,3.0864858,0.151
1574292451.9734154,3.0864883,0.151
1574292453.3598006,3.0864568,0.151
1574292454.7636561,3.0864555,0.151
1574292456.1412945,3.0864467,0.15
1574292457.5447383,3.0864176,0.15
1574292458.9349334,3.0864378,0.15
1574292460.3451297,3.0864492,0.151
1574292461.7347035,3.0864441,0.15
1574292463.1374712,3.0864239,0.151
1574292464.516848,3.0864265,0.151
1574292465.9248612,3.086434,0.151
1574292467.3164358,3.0864277,0.151
1574292468.71631,3.0864252,0.15
1574292470.0947418,3.086429,0.15
1574292471.4960191,3.0864366,0.151
1574292472.8730173,3.0864201,0.15
1574292474.3002279,3.0863962,0.151
1574292475.6758087,3.0864075,0.15
1574292477.0771291,3.086405,0.15
1574292478.4535885,3.0863785,0.151
1574292479.8698077,3.0863533,0.151
1574292481.256473,3.0863646,0.15
1574292482.6695242,3.0863659,0.15
1574292484.0627863,3.0863596,0.151
1574292485.4564204,3.086352,0.151
1574292486.8439786,3.0863608,0.151
1574292488.247645,3.0863267,0.151
1574292489.6336064,3.0863533,0.15
1574292491.0385897,3.0863507,0.15
1574292492.426749,3.0863659,0.15
1574292493.8310742,3.0863305,0.151
1574292495.2187114,3.0863356,0.151
1574292496.6214135,3.0863432,0.15
1574292498.010005,3.0863394,0.15
1574292499.4130478,3.0863242,0.151
1574292500.802921,3.0863343,0.151
1574292502.19985,3.0863255,0.151
1574292503.5862513,3.0863179,0.151
1574292504.9892316,3.0863242,0.151
1574292506.3761172,3.0863141,0.15
1574292507.7726014,3.0863129,0.151
1574292509.1614218,3.0862851,0.15
1574292510.5623932,3.0862977,0.151
1574292511.947809,3.0862561,0.15
1574292513.3623903,3.086246,0.151
1574292514.741232,3.0862712,0.15
1574292516.150291,3.0862712,0.151
1574292517.540413,3.0862712,0.151
1574292518.9317355,3.0862813,0.151
1574292520.3172593,3.0862624,0.151
1574292521.7302127,3.086251,0.15
1574292523.1088238,3.0862359,0.151
1574292524.522321,3.0862523,0.151
1574292525.8995166,3.0862207,0.151
1574292527.3026936,3.0862157,0.15
1574292528.6787128,3.0862283,0.151
1574292530.1033726,3.0862359,0.151
1574292531.4924045,3.0862094,0.15
1574292532.8949273,3.0862157,0.151
1574292534.281479,3.0861967,0.151
1574292535.673719,3.0862068,0.151
1574292537.0651164,3.0862056,0.15
1574292538.4737442,3.0862081,0.151
1574292539.8612356,3.0862018,0.151
1574292541.2626038,3.0861917,0.151
1574292542.649109,3.0861917,0.151
1574292544.0678196,3.0861791,0.151
1574292545.4539473,3.0861879,0.151
1574292546.8466535,3.0861803,0.151
1574292548.2344658,3.0861601,0.15
1574292549.6258838,3.086169,0.151
1574292551.0124156,3.0861715,0.151
1574292552.4269867,3.0861576,0.15
1574292553.81635,3.0861551,0.15
1574292555.2150424,3.0861437,0.15
1574292556.601804,3.0861488,0.15
1574292558.0064871,3.0861425,0.151
1574292559.3916945,3.0861488,0.151
1574292560.7949946,3.0861475,0.151
1574292562.1852107,3.0861526,0.151
1574292563.5885704,3.08615,0.15
1574292564.9774673,3.0861374,0.151
1574292566.3801968,3.0861336,0.15
1574292567.7674623,3.0861298,0.151
1574292569.1667984,3.0861223,0.15
1574292570.553237,3.0861235,0.15
1574292571.9579084,3.0861033,0.151
1574292573.3436065,3.0861122,0.15
1574292574.747302,3.0861185,0.151
1574292576.1248014,3.086121,0.15
1574292577.5398598,3.0860895,0.151
1574292578.918485,3.0860882,0.151
1574292580.3317068,3.086097,0.15
1574292581.7209594,3.0861134,0.15
1574292583.1099389,3.0861122,0.151
1574292584.4968529,3.0860932,0.15
1574292585.900192,3.0861286,0.15
1574292587.2866368,3.0860983,0.151
1574292588.6914148,3.0860958,0.151
1574292590.0715714,3.0860705,0.15
1574292591.4892457,3.0860541,0.15
1574292592.8761504,3.0860428,0.151
1574292594.2819886,3.0860604,0.151
1574292595.668008,3.0860541,0.15
1574292597.073173,3.0860529,0.151
1574292598.4593837,3.0860579,0.15
1574292599.8603973,3.0860314,0.151
1574292601.2510843,3.0860314,0.15
1574292602.6510415,3.086044,0.151
1574292604.0362031,3.0860529,0.15
1574292605.4399347,3.0860503,0.151
1574292606.8257816,3.0860276,0.151
1574292608.2341547,3.0860516,0.151
1574292609.6195955,3.0860617,0.151
1574292611.0140715,3.0860352,0.151
1574292612.4021418,3.0860352,0.15
1574292613.8140745,3.0860377,0.15
1574292615.2013,3.0860339,0.15
1574292616.605217,3.0860276,0.151
1574292617.99391,3.0860352,0.151
1574292619.3924727,3.0860162,0.151
1574292620.7840796,3.0859998,0.15
1574292622.1737142,3.0859948,0.151
1574292623.5612757,3.0859948,0.151
1574292624.9731236,3.0859961,0.151
1574292626.359197,3.085986,0.151
1574292627.764697,3.0859784,0.151
1574292629.1495214,3.0859746,0.15
1574292630.5547035,3.085991,0.151
1574292631.9435537,3.085967,0.151
1574292633.3456993,3.0859695,0.151
1574292634.7325282,3.0859632,0.15
1574292636.1239522,3.0859569,0.15
1574292637.513594,3.0859506,0.15
1574292638.9259818,3.085943,0.15
1574292640.31187,3.0859468,0.15
1574292641.7069848,3.0859418,0.151
1574292643.0971386,3.085943,0.151
1574292644.504533,3.0859418,0.151
1574292645.8922691,3.0859165,0.151
1574292647.297298,3.0859279,0.151
1574292648.6835487,3.085938,0.15
1574292650.0778043,3.0859203,0.151
1574292651.4651704,3.0858963,0.15
1574292652.8778949,3.0859052,0.151
1574292654.2639651,3.0858837,0.151
1574292655.6648278,3.0858585,0.151
1574292657.0584095,3.0858572,0.151
1574292658.4562035,3.0858875,0.151
1574292659.8425162,3.0858875,0.151
1574292661.247829,3.0858976,0.15
1574292662.6346915,3.0858686,0.151
1574292664.0390935,3.0859001,0.151
1574292665.4277215,3.0859027,0.151
1574292666.83092,3.0858862,0.151
1574292668.2178128,3.085885,0.151
1574292669.6225576,3.0858787,0.151
1574292671.0109296,3.0858875,0.151
1574292672.4097307,3.0858635,0.151
1574292673.7953413,3.0858623,0.151
1574292675.1986501,3.0858774,0.151
1574292676.5864882,3.0858749,0.15
1574292677.99024,3.0858774,0.15
1574292679.3768,3.0858522,0.15
1574292680.7934139,3.0858585,0.151
1574292682.1719446,3.0858774,0.151
1574292683.571777,3.0858698,0.151
1574292684.959659,3.0858484,0.15
1574292686.3636887,3.0858433,0.15
1574292687.7518811,3.0858219,0.15
1574292689.149984,3.0858421,0.151
1574292690.536992,3.0858231,0.15
1574292691.9403996,3.0858395,0.151
1574292693.3275504,3.085813,0.151
1574292694.7315433,3.0858092,0.151
1574292696.1078725,3.0858358,0.151
1574292697.5253317,3.0857916,0.15
1574292698.9041255,3.085813,0.15
1574292700.3125644,3.0858055,0.151
1574292701.6939123,3.0858156,0.151
1574292703.0926366,3.0858067,0.15
1574292704.4799163,3.0857928,0.151
1574292705.8959403,3.0857865,0.151
1574292707.2850418,3.0857853,0.151
1574292708.6828003,3.0857777,0.15
1574292710.07323,3.0857802,0.151
1574292711.4724283,3.0858042,0.151
1574292712.8594956,3.0858118,0.151
1574292714.2642732,3.0858105,0.15
1574292715.6510515,3.085837,0.151
1574292717.0580993,3.0858118,0.15
1574292718.4440982,3.0858067,0.15
1574292719.8459678,3.0857966,0.15
1574292721.2357676,3.0858042,0.151
1574292722.635104,3.085784,0.15
1574292724.0229435,3.0857764,0.15
1574292725.424006,3.0857575,0.15
1574292726.8112977,3.0857575,0.15
1574292728.2148466,3.0857575,0.151
1574292729.600731,3.0857575,0.15
1574292731.0053072,3.0857537,0.15
1574292732.3873727,3.085779,0.151
1574292733.795841,3.0857625,0.15
1574292735.1839783,3.0857436,0.151
1574292736.5869548,3.0857524,0.151
1574292737.9746323,3.0857335,0.151
1574292739.3757937,3.0857247,0.15
1574292740.7677348,3.0857158,0.15
1574292742.167328,3.0857121,0.151
1574292743.5522325,3.0857108,0.151
1574292744.955812,3.0857146,0.15
1574292746.3433425,3.0857184,0.151
1574292747.7479308,3.0857121,0.15
1574292749.1339874,3.0857108,0.15
1574292750.5371454,3.0856982,0.151
1574292751.9283597,3.085707,0.151
1574292753.3287253,3.0857032,0.15
1574292754.718182,3.0857083,0.15
1574292756.1080706,3.0857095,0.151
1574292757.4946837,3.0857083,0.151
1574292758.907067,3.0857158,0.15
1574292760.2941582,3.0857032,0.151
1574292761.700426,3.0857108,0.15
1574292763.085888,3.0856994,0.15
1574292764.4895442,3.0857259,0.15
1574292765.8779595,3.0857057,0.151
1574292767.282308,3.0856843,0.15
1574292768.6672826,3.0856919,0.15
1574292770.0720007,3.0856931,0.151
1574292771.4617324,3.0856881,0.15
1574292772.8632498,3.0856856,0.151
1574292774.2535026,3.0856856,0.151
1574292775.6495595,3.0856679,0.15
1574292777.0367036,3.0856515,0.151
1574292778.4404383,3.0856515,0.151
1574292779.8275208,3.0856578,0.151
1574292781.2216067,3.0856351,0.15
1574292782.6121538,3.0856603,0.151
1574292784.022261,3.0856654,0.151
1574292785.4102602,3.08563,0.151
1574292786.8135095,3.0856401,0.15
1574292788.2010708,3.0856288,0.151
1574292789.5938718,3.0856275,0.15
1574292790.979868,3.0856275,0.15
1574292792.3923368,3.0856136,0.151
1574292793.7778602,3.0856123,0.151
1574292795.186015,3.0856149,0.151
1574292796.573395,3.0856351,0.151
1574292797.9726884,3.0856439,0.151
1574292799.3591266,3.0856136,0.151
1574292800.7661083,3.085606,0.151
1574292802.1523335,3.0856199,0.151
1574292803.553594,3.0856401,0.15
1574292804.9411168,3.0856477,0.151
1574292806.3491418,3.0856439,0.151
1574292807.7359657,3.0856325,0.151
1574292809.1329396,3.0856048,0.15
1574292810.5266054,3.0856048,0.151
1574292811.925535,3.0856212,0.151
1574292813.3132133,3.0856035,0.151
1574292814.7131329,3.0856199,0.15
1574292816.0997353,3.0855947,0.151
1574292817.5072277,3.0855922,0.151
1574292818.8935697,3.0855884,0.151
1574292820.2979848,3.0855846,0.15
1574292821.6852841,3.0856262,0.15
1574292823.086339,3.0855972,0.151
1574292824.474166,3.085572,0.151
1574292825.8773124,3.0855821,0.151
1574292827.2658675,3.0855745,0.151
1574292828.6654766,3.0855606,0.15
1574292830.0435202,3.0855808,0.151
1574292831.455379,3.0855581,0.151
1574292832.841413,3.0855543,0.15
1574292834.2472613,3.0855505,0.15
1574292835.6335065,3.0855669,0.151
1574292837.0402024,3.085572,0.151
1574292838.4322226,3.0855644,0.151
1574292839.8284316,3.0855694,0.15
1574292841.2172897,3.085572,0.15
1574292842.6203234,3.0855543,0.15
1574292844.0095875,3.0855568,0.151
1574292845.4075108,3.0855656,0.151
1574292846.7951977,3.085553,0.151
1574292848.228532,3.0855328,0.15
1574292849.620781,3.0855505,0.151
1574292851.007293,3.085553,0.151
1574292852.3859549,3.0855278,0.15
1574292853.7798827,3.0855379,0.151
1574292855.1691024,3.0855379,0.151
1574292856.5595279,3.085524,0.15
1574292857.9474654,3.0855139,0.151
1574292859.3521686,3.0855,0.151
1574292860.7383983,3.0855025,0.151
1574292862.1499798,3.0855013,0.151
1574292863.5359278,3.0855126,0.151
1574292864.9392533,3.0855088,0.15
1574292866.3267038,3.0855051,0.15
1574292867.7315464,3.0854861,0.15
1574292869.1090276,3.0854773,0.15
1574292870.5215929,3.0854659,0.151
1574292871.9099097,3.0854546,0.151
1574292873.3134065,3.085452,0.151
1574292874.7022197,3.0854735,0.15
1574292876.0999122,3.0854647,0.15
1574292877.4886312,3.0854621,0.15
1574292878.8903878,3.0854609,0.151
1574292880.2780519,3.0854697,0.15
1574292881.683006,3.0854786,0.151
1574292883.0802343,3.0854621,0.151
1574292884.4707463,3.0854685,0.15
1574292885.8579264,3.085476,0.151
1574292887.2655385,3.0854584,0.151
1574292888.651208,3.0854268,0.15
1574292890.0630834,3.0854344,0.151
1574292891.4438157,3.0854369,0.15
1574292892.847972,3.0854192,0.151
1574292894.225177,3.0854091,0.151
1574292895.634623,3.0854142,0.15
1574292897.0214667,3.0854218,0.15
1574292898.4231703,3.0854268,0.151
1574292899.8105538,3.0854331,0.151
1574292901.213261,3.0854495,0.151
1574292902.5995321,3.0854331,0.151
1574292904.004864,3.0854268,0.151
1574292905.3932667,3.0854243,0.151
1574292906.7971115,3.0854457,0.15
1574292908.184067,3.0854344,0.15
1574292909.5864027,3.0854192,0.15
1574292910.9754896,3.0853965,0.151
1574292912.3743842,3.0854117,0.151
1574292913.7605581,3.0853826,0.151
1574292915.1556268,3.0854091,0.151
1574292916.543482,3.0854066,0.15
1574292917.9463723,3.0854117,0.15
1574292919.3343837,3.0854053,0.15
1574292920.747333,3.0853927,0.151
1574292922.124956,3.0853889,0.15
1574292923.5374076,3.0853852,0.151
1574292924.9268847,3.0854066,0.151
1574292926.3302093,3.0854079,0.15
1574292927.7176652,3.0853751,0.151
1574292929.107472,3.0853852,0.15
1574292930.4924712,3.0853952,0.151
1574292931.9060616,3.0853915,0.151
1574292933.2921038,3.085399,0.151
1574292934.703543,3.0853801,0.151
1574292936.0974908,3.0853523,0.151
1574292937.4900715,3.0853523,0.15
1574292938.8755014,3.0853738,0.151
1574292940.2784941,3.0853814,0.151
1574292941.6676893,3.0853826,0.151
1574292943.0750852,3.0853586,0.15
1574292944.4645827,3.0853965,0.15
1574292945.8582203,3.0853725,0.151
1574292947.2462797,3.0853788,0.15
1574292948.6494527,3.0853814,0.15
1574292950.0355904,3.0853738,0.15
1574292951.439165,3.0853675,0.151
1574292952.82671,3.085365,0.151
1574292954.2307208,3.0853523,0.15
1574292955.609777,3.085341,0.15
1574292957.0210426,3.0853485,0.15
1574292958.408558,3.0853334,0.151
1574292959.8154106,3.0853549,0.15
1574292961.204303,3.0853435,0.15
1574292962.5923462,3.0853372,0.15
1574292963.9792588,3.0853498,0.151
1574292965.3898396,3.085341,0.151
1574292966.7761993,3.0853271,0.151
1574292968.1804056,3.0853675,0.15
1574292969.5663552,3.0853599,0.151
1574292970.973048,3.0853574,0.15
1574292972.358598,3.0853397,0.151
1574292973.7616773,3.0853511,0.151
1574292975.1516626,3.0853549,0.151
1574292976.5533302,3.0853271,0.151
1574292977.9401827,3.0853296,0.151
1574292979.3417766,3.0852981,0.151
1574292980.732687,3.0852905,0.15
1574292982.1338723,3.0852955,0.151
1574292983.519823,3.0852943,0.15
1574292984.9216144,3.0853044,0.15
1574292986.3088484,3.0852892,0.15
1574292987.7140815,3.0853183,0.151
1574292989.0920627,3.0853284,0.151
1574292990.5048783,3.0853056,0.15
1574292991.8909862,3.085293,0.151
1574292993.2950716,3.0852955,0.151
1574292994.684623,3.085293,0.15
1574292996.0883646,3.0853119,0.15
1574292997.477298,3.085322,0.151
1574292998.8729496,3.0853018,0.151
1574293000.2602632,3.0853094,0.15
1574293001.6645737,3.0853107,0.151
1574293003.0506604,3.0852892,0.15
1574293004.453485,3.0852943,0.15
1574293005.8324828,3.0852981,0.15
1574293007.2462807,3.0852968,0.151
1574293008.6321013,3.0852703,0.15
1574293010.0363958,3.0853044,0.151
1574293011.4254074,3.0852804,0.151
1574293012.8280814,3.0852652,0.151
1574293014.2186852,3.0852766,0.151
1574293015.6156924,3.0852564,0.15
1574293017.003192,3.0852804,0.15
1574293018.4046304,3.0852842,0.151
1574293019.7898002,3.0852753,0.151
1574293021.1986973,3.0852817,0.15
1574293022.5840771,3.0852589,0.151
1574293023.987082,3.0852627,0.15
1574293025.3756099,3.0852476,0.151
1574293026.7785785,3.0852678,0.151
1574293028.1651227,3.0852703,0.151
1574293029.5658355,3.0852387,0.151
1574293030.9565487,3.0852413,0.15
1574293032.3571615,3.0852387,0.151
1574293033.7429404,3.0852602,0.15
1574293035.138798,3.0852678,0.151
1574293036.5258515,3.0852362,0.151
1574293037.9385123,3.0852425,0.15
1574293039.3267584,3.0852602,0.151
1574293040.733417,3.0852476,0.15
1574293042.1196637,3.0852488,0.151
1574293043.5190911,3.0852488,0.15
1574293044.9067163,3.0852375,0.15
1574293046.311722,3.0852413,0.15
1574293047.7005384,3.0852312,0.151
1574293049.0905418,3.0852261,0.151
1574293050.4767842,3.0852249,0.15
1574293051.8899653,3.085211,0.151
1574293053.2747571,3.08524,0.15
1574293054.678535,3.0851996,0.151
1574293056.0607078,3.0851946,0.151
1574293057.4713078,3.0851794,0.15
1574293058.856595,3.0851794,0.151
1574293060.2522438,3.0851731,0.15
1574293061.6430953,3.0851807,0.151
1574293063.0527098,3.0851479,0.15
1574293064.4442253,3.0851567,0.151
1574293065.8414803,3.0851643,0.151
1574293067.229242,3.085158,0.151
1574293068.6316252,3.0851592,0.151
1574293070.021078,3.0851453,0.151
1574293071.414648,3.0851453,0.151
1574293072.8032618,3.0851554,0.151
1574293074.2118394,3.0851567,0.151
1574293075.5998783,3.0851681,0.15
1574293077.0050712,3.0851567,0.15
1574293078.392348,3.0851643,0.151
1574293079.794948,3.0851415,0.151
1574293081.183426,3.0851239,0.15
1574293082.5823479,3.0851163,0.151
1574293083.9737763,3.0851251,0.151
1574293085.3724296,3.0851075,0.151
1574293086.7597713,3.0851188,0.151
1574293088.1638203,3.0851365,0.151
1574293089.5508287,3.0851188,0.15
1574293090.9556754,3.0851188,0.151
1574293092.341304,3.0850936,0.151
1574293093.744585,3.0851037,0.151
1574293095.1228917,3.0851176,0.15
1574293096.5369709,3.0851277,0.151
1574293097.9246066,3.0851239,0.151
1574293099.3230784,3.0851327,0.15
1574293100.7133873,3.085134,0.15
1574293102.1131244,3.085134,0.15
1574293103.513421,3.0851315,0.15
1574293104.9051697,3.085115,0.151
1574293106.2926118,3.0851201,0.151
1574293107.6964707,3.0851138,0.151
1574293109.0866299,3.0851024,0.15
1574293110.4868944,3.085115,0.15
1574293111.8736825,3.0850936,0.151
1574293113.268359,3.0850936,0.15
1574293114.646511,3.0851012,0.15
1574293116.07345,3.0850835,0.151
1574293117.464279,3.0850961,0.15
1574293118.855045,3.0850961,0.15
1574293120.2437496,3.0850986,0.151
1574293121.6477213,3.0850747,0.15
1574293123.0338206,3.0850784,0.151
1574293124.4362295,3.0850898,0.15
1574293125.8232052,3.0850608,0.15
1574293127.2296405,3.0850557,0.151
1574293128.614978,3.0850545,0.15
1574293130.0188596,3.0850393,0.15
1574293131.4079144,3.0850418,0.151
1574293132.8081527,3.0850532,0.15
1574293134.185619,3.0850431,0.151
1574293135.5970283,3.0850343,0.151
1574293136.9837928,3.0850418,0.151
1574293138.3892713,3.0850456,0.15
1574293139.7746038,3.0850393,0.151
1574293141.1790493,3.0850027,0.151
1574293142.5589721,3.0849951,0.151
1574293143.9702015,3.0849977,0.15
1574293145.3579404,3.0850014,0.151
1574293146.7642484,3.0849876,0.151
1574293148.1438918,3.0849939,0.15
1574293149.5520105,3.0849951,0.151
1574293150.9401133,3.085004,0.15
1574293152.3403845,3.0849888,0.151
1574293153.725714,3.0849825,0.151
1574293155.1215181,3.0849888,0.15
1574293156.5100734,3.0849813,0.15
1574293157.920051,3.0849888,0.151
1574293159.3083265,3.0849749,0.151
1574293160.713438,3.0849913,0.151
1574293162.0979755,3.0849838,0.151
1574293163.5039606,3.0849674,0.15
1574293164.8932695,3.0849888,0.15
1574293166.293628,3.0849787,0.151
1574293167.6706655,3.0849926,0.15
1574293169.0886393,3.0849825,0.151
1574293170.477041,3.0849585,0.151
1574293171.872936,3.084951,0.151
1574293173.2587214,3.0849674,0.15
1574293174.6607969,3.0849472,0.15
