time,voltage
1573662116.1422784,3.3838197
1573662117.5099037,3.3837484
1573662118.8775017,3.3836672
1573662120.244527,3.3835922
1573662121.6118863,3.3835209
1573662122.9793653,3.3834447
1573662124.34706,3.3833722
1573662125.7259648,3.3832997
1573662127.0932002,3.3832184
1573662128.4612584,3.3831547
1573662129.8277862,3.3830634
1573662131.1948128,3.3829909
1573662132.5632403,3.3829272
1573662133.9317017,3.3828447
1573662135.2989342,3.3827859
1573662136.6665876,3.3827084
1573662138.0339525,3.3826434
1573662139.4009242,3.3825659
1573662140.7661884,3.3824897
1573662142.1337175,3.3824209
1573662143.5003333,3.3823472
1573662144.8675103,3.3822597
1573662146.235407,3.3821871
1573662147.60335,3.3821096
1573662148.9713597,3.3820409
1573662150.339406,3.3819646
1573662151.7074225,3.3818834
1573662153.074796,3.3818146
1573662154.4430666,3.3817346
1573662155.810434,3.3816621
1573662157.1778264,3.3815871
1573662158.5449483,3.3815159
1573662159.9124186,3.3814396
1573662161.2792957,3.3813734
1573662162.6461208,3.3812946
1573662164.0144207,3.3812196
1573662165.3818865,3.3811409
1573662166.7496378,3.3810684
1573662168.1167443,3.3809884
1573662169.4836762,3.3809134
1573662170.8505974,3.3808409
1573662172.2182493,3.3807671
1573662173.5860703,3.3806946
1573662174.9536154,3.3806134
1573662176.3283634,3.3805459
1573662177.6951778,3.3804809
1573662179.0630496,3.3804034
1573662180.4302707,3.3803321
1573662181.7968717,3.3802583
1573662183.1644523,3.3801771
1573662184.5312989,3.3801096
1573662185.899173,3.3800383
1573662187.2660725,3.3799621
1573662188.6342824,3.3798771
1573662190.0016668,3.3798121
1573662191.3690927,3.3797396
1573662192.736455,3.3796708
1573662194.1035273,3.3795883
1573662195.4707835,3.3795133
1573662196.8376338,3.3794458
1573662198.204854,3.3793696
1573662199.5727575,3.3793008
1573662200.9403343,3.3792271
1573662202.30791,3.3791508
1573662203.6752932,3.3790821
1573662205.0425088,3.3790146
1573662206.4093482,3.3789358
1573662207.7766957,3.3788621
1573662209.145024,3.3787833
1573662210.512579,3.3787058
1573662211.8801513,3.3786421
1573662213.2484574,3.3785608
1573662214.6161444,3.3784921
1573662215.9833043,3.3784133
1573662217.3531933,3.378332
1573662218.7213435,3.3782733
1573662220.0890305,3.3782045
1573662221.4568129,3.3781183
1573662222.8216746,3.378052
1573662224.1865926,3.377972
1573662225.554197,3.3778983
1573662226.92137,3.3778258
1573662228.288779,3.377757
1573662229.6564293,3.3776833
1573662231.0242789,3.3776083
1573662232.3916495,3.377537
1573662233.758393,3.3774533
1573662235.124136,3.3773933
1573662236.4916773,3.3773158
1573662237.8588307,3.3772445
1573662239.2266698,3.3771683
1573662240.5937,3.3771033
1573662241.9602995,3.3770245
1573662243.3284934,3.3769495
1573662244.714126,3.3768733
1573662246.082224,3.3767983
1573662247.4504588,3.3767258
1573662248.8216248,3.3766608
1573662250.1870372,3.376577
1573662251.5543256,3.3765082
1573662252.922424,3.3764345
1573662254.2897272,3.3763582
1573662255.657109,3.3762945
1573662257.023104,3.3762132
1573662258.389905,3.3761407
1573662259.755081,3.376087
1573662261.1202495,3.376007
1573662262.4856207,3.3759382
1573662263.850907,3.3758545
1573662265.2280433,3.375797
1573662266.5932164,3.375722
1573662267.9583874,3.3756457
1573662269.323558,3.3755757
1573662270.6887286,3.3754932
1573662272.0538971,3.3754295
1573662273.4190698,3.3753507
1573662274.7842383,3.375272
1573662276.1495247,3.3751907
1573662277.514691,3.3751257
1573662278.8798628,3.3750557
1573662280.2450376,3.3749782
1573662281.6102035,3.3749057
1573662282.9753735,3.3748395
1573662284.3405452,3.374752
1573662285.7057142,3.3746895
1573662287.0709238,3.3746044
1573662288.4360943,3.3745369
1573662289.802262,3.3744694
1573662291.1674342,3.3743982
1573662292.5326056,3.3743219
1573662293.8977757,3.3742419
1573662295.2629435,3.3741744
1573662296.6291144,3.3741057
1573662297.9942846,3.3740269
1573662299.3594549,3.3739469
1573662300.7246256,3.3738744
1573662302.0897963,3.3738044
1573662303.4549694,3.3737319
1573662304.8201375,3.3736544
1573662306.1853092,3.3735857
1573662307.55148,3.3735057
1573662308.9166508,3.3734494
1573662310.2818213,3.3733807
1573662311.646991,3.3733119
1573662313.0121613,3.3732282
1573662314.3773313,3.3731569
1573662315.7429905,3.3730882
1573662317.1103766,3.3730107
1573662318.4774976,3.3729394
1573662319.84428,3.3728632
1573662321.2101965,3.3727919
1573662322.577348,3.3727244
1573662323.944122,3.3726494
1573662325.3120282,3.3725731
1573662326.6797159,3.3725006
1573662328.0473833,3.3724394
1573662329.4151344,3.3723594
1573662330.7823474,3.3722819
1573662332.1502318,3.3722056
1573662333.5177557,3.3721294
1573662334.885797,3.3720594
1573662336.2526424,3.3719931
1573662337.6198175,3.3719181
1573662338.9872098,3.3718531
1573662340.3541105,3.3717806
